"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"BeModelBodySite","BeModelBodySite","BeModelBodySite","","","",0,*,"","","","null {[]} {[]}
","BodySite Model","Body site model","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"BeModelBodySite","BeModelBodySite.bodyLocation","BeModelBodySite.bodyLocation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Code that identifies the anatomical location of the specimen on the subject's body","Code that identifies the anatomical location of the specimen on the subject's body","","","","","","","","","",,,,,"",,,,"BeModelBodySite.bodyLocation",0,1,"",""
"BeModelBodySite","BeModelBodySite.bodyLaterality","BeModelBodySite.bodyLaterality","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The laterality of a body site - the side of the body","The laterality of a body site - the side of the body","","","","","","","","","",,,,,"",,,,"BeModelBodySite.bodyLaterality",0,1,"",""
"BeModelBodySite","BeModelBodySite.bodyTopography","BeModelBodySite.bodyTopography","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The topography of the location of the specimen on the subject's body","The topography of the location of the specimen on the subject's body","","","","","","","","","",,,,,"",,,,"BeModelBodySite.bodyTopography",0,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation","BeModelClinicalObservation","","","",0,*,"","","","null {[]} {[]}
","BeClinicalObservation Model","Clinical Observation logical model","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.identifier","BeModelClinicalObservation.identifier","","","",1,*,"","","","Identifier {[]} {[]}
","Unique identifier for the observation","Unique identifier for the observation","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.identifier",1,*,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.recordedDate","BeModelClinicalObservation.recordedDate","","","",1,1,"","","","dateTime {[]} {[]}
","Date when the observation was recorded","Date when the observation was recorded","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.recordedDate",1,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.observationDate[x]","BeModelClinicalObservation.observationDate[x]","","","",1,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","Date or period of the observation","Date or period of the observation","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.observationDate[x]",1,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.recorder","BeModelClinicalObservation.recorder","","","",1,1,"","","","Reference {[]} {[]}
","Person, organisation or device that recorded the observation","Person, organisation or device that recorded the observation","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.recorder",1,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.performer","BeModelClinicalObservation.performer","","","",0,1,"","","","Reference {[]} {[]}
","The professional that performed the observation","The professional that performed the observation","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.performer",0,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.patient","BeModelClinicalObservation.patient","","","",1,1,"","","","Reference {[]} {[]}
","The patient that this observation is about","The patient that this observation is about","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.patient",1,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.request","BeModelClinicalObservation.request","","","",0,1,"","","","Reference {[]} {[]}
","The request that this observation is fulfilling","The request that this observation is fulfilling","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.request",0,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.partOfProcedure","BeModelClinicalObservation.partOfProcedure","","","",0,*,"","","","Reference {[]} {[]}
","Part of referenced procedure","Part of referenced procedure","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.partOfProcedure",0,*,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.specimen","BeModelClinicalObservation.specimen","","","",0,1,"","","","Reference {[]} {[]}
","The specimen that was used when this observation was made","The specimen that was used when this observation was made","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.specimen",0,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.device","BeModelClinicalObservation.device","","","",0,1,"","","","Reference {[]} {[]}
","The device used to generate the observation data","The device used to generate the observation data","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.device",0,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.category","BeModelClinicalObservation.category","","","",0,*,"","","","CodeableConcept {[]} {[]}
","A code that classifies the general type of observation being made","A code that classifies the general type of observation being made","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.category",0,*,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.code","BeModelClinicalObservation.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Describes what was observed. Sometimes this is called the observation 'name'","Describes what was observed. Sometimes this is called the observation 'name'","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.code",1,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.value[x]","BeModelClinicalObservation.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}integer {[]} {[]}Range {[]} {[]}Ratio {[]} {[]}time {[]} {[]}dateTime {[]} {[]}Period {[]} {[]}","The value of the observation - typically a code, an amount or a date","The value of the observation - typically a code, an amount or a date","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.value[x]",0,1,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.member","BeModelClinicalObservation.member","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core-clinical/StructureDefinition/BeModelClinicalObservation]]}
","Other observations that are part of this observation","Other observations that are part of this observation","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.member",0,*,"",""
"BeModelClinicalObservation","BeModelClinicalObservation.status","BeModelClinicalObservation.status","","","",1,1,"","","","code {[]} {[]}
","The status of the result value.","The status of the result value.","","","","","","","","","",,,,,"",,,,"BeModelClinicalObservation.status",1,1,"",""
